edad;trabajo;estado civil;educacion;morosidad;saldo;vivienda;préstamo;contacto;dia;mes;duracion;campaña;pdias;previo;resultado anterior;Salida
50;Gerencia;Casado;Secundaria;no;2532;no;si;Telefono;17;noviembre;302;1;111;6;fracaso;no
42;Tecnico;Soltero;Superior;no;140;si;si;Celular;17;noviembre;38;1;115;5;otro;no
38;Empresario;Casado;Secundaria;no;0;si;si;Celular;17;noviembre;258;1;-1;0;desconocido;no
37;Tecnico;Casado;Superior;no;0;si;no;Celular;17;noviembre;77;1;-1;0;desconocido;no
49;Gerencia;Casado;Superior;no;69728;no;no;Celular;17;noviembre;102;1;-1;0;desconocido;no
47;Obrero;Casado;Secundaria;no;17612;si;si;Desconocido;17;noviembre;81;1;-1;0;desconocido;no
46;Obrero;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;127;1;-1;0;desconocido;no
52;Gerencia;Casado;Superior;no;8252;si;no;Celular;17;noviembre;114;1;-1;0;desconocido;no
42;Tecnico;Casado;Secundaria;no;276;si;si;Celular;17;noviembre;55;1;-1;0;desconocido;no
33;Tecnico;Casado;Superior;no;1304;si;no;Celular;17;noviembre;238;1;-1;0;desconocido;no
47;Obrero;Casado;Secundaria;no;1640;si;si;Celular;17;noviembre;179;1;-1;0;desconocido;no
51;Administrador;Casado;Secundaria;no;452;si;no;Celular;17;noviembre;84;1;-1;0;desconocido;no
56;Jubilado;Casado;Secundaria;no;10996;si;si;Celular;17;noviembre;38;1;172;2;fracaso;no
51;Empresario;Casado;Superior;no;836;no;no;Celular;17;noviembre;130;1;111;2;fracaso;no
55;Gerencia;Casado;Superior;no;3704;si;no;Celular;17;noviembre;309;1;-1;0;desconocido;no
40;Servicio;Soltero;Secundaria;no;3424;si;no;Telefono;17;noviembre;70;1;-1;0;desconocido;no
50;Tecnico;Soltero;Secundaria;no;984;si;no;Celular;17;noviembre;270;1;123;2;fracaso;no
48;Tecnico;Casado;Secundaria;no;128;si;si;Celular;17;noviembre;110;2;-1;0;desconocido;no
54;Obrero;Casado;Primaria;no;836;no;si;Desconocido;17;noviembre;206;1;-1;0;desconocido;no
41;Empresario;Divorciado;Superior;no;0;si;no;Celular;17;noviembre;176;1;-1;0;desconocido;no
42;Tecnico;Casado;Secundaria;no;17864;no;no;Celular;17;noviembre;158;2;-1;0;desconocido;no
54;Obrero;Casado;Secundaria;no;0;no;no;Telefono;17;noviembre;483;1;-1;0;desconocido;no
58;Gerencia;Casado;Superior;no;29548;no;no;Telefono;17;noviembre;85;1;-1;0;desconocido;no
50;Empresario;Casado;Superior;no;21680;si;no;Celular;17;noviembre;73;1;-1;0;desconocido;no
45;Tecnico;Casado;Secundaria;no;5660;si;no;Celular;17;noviembre;483;1;116;1;fracaso;no
46;Tecnico;Soltero;Superior;no;5792;no;no;Celular;17;noviembre;292;1;-1;0;desconocido;no
49;Administrador;Casado;Secundaria;no;1088;si;si;Celular;17;noviembre;108;1;-1;0;desconocido;no
40;Servicio;Divorciado;Secundaria;no;23064;si;si;Celular;17;noviembre;68;2;173;1;fracaso;no
30;Gerencia;Casado;Superior;no;404;si;no;Celular;17;noviembre;348;1;123;1;fracaso;no
50;Gerencia;Casado;Superior;no;16;si;si;Telefono;17;noviembre;105;3;-1;0;desconocido;no
58;Gerencia;Divorciado;Superior;no;0;no;no;Celular;17;noviembre;107;1;-1;0;desconocido;no
39;Gerencia;Casado;Superior;no;2000;si;no;Celular;17;noviembre;257;1;178;2;otro;no
36;Gerencia;Casado;Superior;no;20228;si;no;Celular;17;noviembre;70;1;166;10;fracaso;no
34;Estudiante;Soltero;Desconocido;no;23308;no;no;Celular;17;noviembre;97;2;-1;0;desconocido;no
41;Gerencia;Soltero;Superior;no;12052;si;no;Celular;17;noviembre;150;1;-1;0;desconocido;no
59;Administrador;Casado;Desconocido;no;1132;no;si;Desconocido;17;noviembre;300;1;-1;0;desconocido;no
52;Servicio;Casado;Superior;no;12376;si;no;Celular;17;noviembre;96;1;-1;0;desconocido;no
40;Gerencia;Casado;Superior;no;20040;no;no;Celular;17;noviembre;49;1;-1;0;desconocido;no
58;Administrador;Casado;Secundaria;no;19848;no;si;Celular;17;noviembre;112;1;-1;0;desconocido;no
54;Administrador;Divorciado;Secundaria;no;28356;no;no;Telefono;17;noviembre;40;1;-1;0;desconocido;no
46;Obrero;Casado;Secundaria;no;9392;no;no;Celular;17;noviembre;182;1;-1;0;desconocido;no
50;Gerencia;Casado;Superior;no;9916;no;no;Celular;17;noviembre;259;1;-1;0;desconocido;no
54;Administrador;Casado;Secundaria;no;3460;si;no;Celular;17;noviembre;71;1;-1;0;desconocido;no
56;Jubilado;Casado;Secundaria;no;1800;no;no;Telefono;17;noviembre;16;1;-1;0;desconocido;no
34;Tareas domesticas;Casado;Superior;no;5060;si;no;Celular;17;noviembre;118;1;164;3;fracaso;no
57;Administrador;Soltero;Secundaria;no;2952;no;no;Celular;17;noviembre;56;1;-1;0;desconocido;no
54;Administrador;Casado;Secundaria;no;764;si;si;Telefono;17;noviembre;44;1;-1;0;desconocido;no
48;Gerencia;Soltero;Superior;no;32424;no;no;Desconocido;17;noviembre;125;1;111;3;fracaso;no
45;Tecnico;Divorciado;Secundaria;no;120;si;si;Celular;17;noviembre;88;1;-1;0;desconocido;no
51;Servicio;Divorciado;Secundaria;no;2072;si;no;Telefono;17;noviembre;76;1;-1;0;desconocido;no
56;Gerencia;Casado;Primaria;no;-620;si;no;Celular;17;noviembre;282;1;-1;0;desconocido;no
59;Gerencia;Casado;Superior;no;0;no;no;Celular;17;noviembre;90;2;110;2;fracaso;no
49;Administrador;Casado;Secundaria;no;48904;si;no;Celular;17;noviembre;96;2;-1;0;desconocido;no
52;Administrador;Divorciado;Secundaria;no;192;no;si;Celular;17;noviembre;591;1;-1;0;desconocido;no
53;Servicio;Casado;Secundaria;no;5456;no;no;Celular;17;noviembre;508;1;115;1;fracaso;no
42;Independiente;Casado;Secundaria;no;22256;no;no;Celular;17;noviembre;560;2;-1;0;desconocido;no
53;Gerencia;Soltero;Superior;no;2880;si;no;Desconocido;17;noviembre;99;1;-1;0;desconocido;no
54;Gerencia;Casado;Superior;no;56428;no;no;Celular;17;noviembre;98;1;-1;0;desconocido;no
56;Gerencia;Divorciado;Superior;no;8504;si;no;Celular;17;noviembre;131;1;-1;0;desconocido;no
46;Gerencia;Soltero;Superior;no;184;no;si;Celular;17;noviembre;80;1;152;1;fracaso;no
52;Jubilado;Casado;Secundaria;no;21692;no;si;Celular;17;noviembre;93;1;115;1;fracaso;no
41;Desempleado;Divorciado;Superior;no;-792;si;no;Celular;17;noviembre;165;1;-1;0;desconocido;no
40;Tecnico;Divorciado;Superior;no;7484;si;no;Celular;17;noviembre;64;1;-1;0;desconocido;no
51;Obrero;Casado;Secundaria;no;-1420;si;si;Celular;17;noviembre;122;2;-1;0;desconocido;no
47;Gerencia;Casado;Superior;no;14020;no;no;Celular;17;noviembre;434;2;-1;0;desconocido;si
58;Jubilado;Casado;Secundaria;no;33328;no;no;Desconocido;17;noviembre;164;2;96;4;fracaso;no
50;Administrador;Casado;Secundaria;no;6300;no;no;Celular;17;noviembre;407;1;-1;0;desconocido;no
56;Tecnico;Divorciado;Secundaria;no;2756;si;no;Celular;17;noviembre;110;1;103;4;fracaso;no
58;Gerencia;Casado;Superior;no;-2260;si;si;Celular;17;noviembre;191;2;-1;0;desconocido;no
49;Gerencia;Divorciado;Superior;no;9480;si;si;Desconocido;17;noviembre;56;1;103;2;otro;no
42;Gerencia;Soltero;Superior;no;1312;si;si;Celular;17;noviembre;125;1;-1;0;desconocido;no
52;Gerencia;Casado;Superior;no;10312;no;no;Celular;17;noviembre;412;1;-1;0;desconocido;no
53;Administrador;Casado;Secundaria;no;6644;si;si;Celular;17;noviembre;85;1;-1;0;desconocido;no
49;Gerencia;Casado;Superior;no;25972;si;no;Telefono;17;noviembre;180;1;-1;0;desconocido;no
57;Tareas domesticas;Casado;Superior;no;15040;no;no;Celular;17;noviembre;1070;1;-1;0;desconocido;no
43;Tecnico;Soltero;Secundaria;no;1852;si;no;Celular;17;noviembre;266;2;-1;0;desconocido;no
59;Jubilado;Casado;Superior;no;540;si;no;Desconocido;17;noviembre;94;1;-1;0;desconocido;no
45;Gerencia;Casado;Superior;no;308;si;no;Celular;17;noviembre;59;1;-1;0;desconocido;no
52;Obrero;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;125;1;-1;0;desconocido;no
50;Desempleado;Soltero;Secundaria;no;10672;no;no;Telefono;17;noviembre;1606;1;-1;0;desconocido;no
52;Tecnico;Soltero;Secundaria;no;5048;no;si;Celular;17;noviembre;216;1;-1;0;desconocido;no
45;Tareas domesticas;Casado;Secundaria;no;80748;si;no;Celular;17;noviembre;707;1;-1;0;desconocido;no
51;Servicio;Divorciado;Secundaria;no;540;si;si;Celular;17;noviembre;862;1;-1;0;desconocido;no
51;Servicio;Casado;Secundaria;no;4764;no;si;Celular;17;noviembre;214;1;-1;0;desconocido;no
36;Independiente;Casado;Superior;no;29372;no;no;Celular;17;noviembre;78;1;-1;0;desconocido;no
58;Gerencia;Divorciado;Superior;no;1260;si;no;Celular;17;noviembre;62;2;-1;0;desconocido;no
58;Gerencia;Divorciado;Superior;no;6292;si;si;Celular;17;noviembre;279;1;-1;0;desconocido;no
31;Administrador;Soltero;Superior;no;0;no;no;Celular;17;noviembre;173;1;-1;0;desconocido;no
31;Administrador;Casado;Superior;no;4576;si;si;Celular;17;noviembre;89;1;-1;0;desconocido;no
33;Gerencia;Casado;Superior;no;2740;no;no;Desconocido;17;noviembre;53;1;-1;0;desconocido;no
34;Gerencia;Soltero;Superior;no;2484;si;no;Celular;17;noviembre;97;1;-1;0;desconocido;no
53;Tecnico;Divorciado;Superior;no;8912;no;no;Celular;17;noviembre;890;1;-1;0;desconocido;si
48;Obrero;Casado;Secundaria;no;4156;si;no;Celular;17;noviembre;581;1;-1;0;desconocido;no
42;Gerencia;Divorciado;Superior;no;0;no;no;Celular;17;noviembre;116;1;-1;0;desconocido;no
51;Tecnico;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;70;1;-1;0;desconocido;no
46;Gerencia;Casado;Secundaria;no;5224;si;no;Telefono;17;noviembre;155;1;-1;0;desconocido;no
34;Administrador;Soltero;Secundaria;no;0;si;no;Celular;17;noviembre;214;1;174;2;fracaso;no
45;Tecnico;Soltero;Secundaria;no;3276;no;si;Celular;17;noviembre;200;1;-1;0;desconocido;no
47;Obrero;Casado;Secundaria;no;132;no;no;Telefono;17;noviembre;27;1;-1;0;desconocido;no
31;Gerencia;Casado;Superior;no;3592;no;no;Celular;17;noviembre;578;1;-1;0;desconocido;no
47;Gerencia;Casado;Superior;no;11676;si;no;Celular;17;noviembre;153;1;-1;0;desconocido;no
35;Gerencia;Casado;Superior;no;4432;si;no;Celular;17;noviembre;52;1;-1;0;desconocido;no
39;Gerencia;Soltero;Primaria;no;0;si;si;Celular;17;noviembre;62;1;-1;0;desconocido;no
32;Administrador;Soltero;Secundaria;no;17376;si;no;Celular;17;noviembre;79;2;118;3;fracaso;no
40;Tecnico;Casado;Secundaria;no;7808;si;no;Celular;17;noviembre;310;1;-1;0;desconocido;no
56;Gerencia;Casado;Superior;no;10204;si;no;Celular;17;noviembre;150;2;-1;0;desconocido;no
54;Tecnico;Casado;Secundaria;no;1888;si;si;Desconocido;17;noviembre;229;2;150;1;fracaso;no
45;Tecnico;Soltero;Secundaria;no;4684;si;no;Celular;17;noviembre;34;1;-1;0;desconocido;no
59;Jubilado;Divorciado;Secundaria;no;2056;si;no;Celular;17;noviembre;573;1;188;1;otro;no
30;Gerencia;Soltero;Superior;no;5740;si;no;Celular;17;noviembre;104;3;-1;0;desconocido;no
41;Tecnico;Divorciado;Secundaria;no;0;si;no;Celular;17;noviembre;386;2;-1;0;desconocido;no
45;Administrador;Soltero;Secundaria;no;2388;no;si;Telefono;17;noviembre;73;1;-1;0;desconocido;no
59;Gerencia;Casado;Primaria;no;1008;si;si;Celular;17;noviembre;138;1;175;2;fracaso;no
40;Tecnico;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;74;2;196;1;fracaso;no
45;Gerencia;Divorciado;Superior;no;26288;si;no;Celular;17;noviembre;42;2;-1;0;desconocido;no
46;Gerencia;Divorciado;Secundaria;no;40;si;no;Celular;17;noviembre;273;1;-1;0;desconocido;no
45;Gerencia;Casado;Secundaria;no;17700;no;no;Desconocido;17;noviembre;147;1;110;2;fracaso;no
43;Tecnico;Divorciado;Secundaria;no;-144;si;no;Celular;17;noviembre;190;1;104;1;fracaso;no
30;Gerencia;Soltero;Secundaria;no;72;si;no;Celular;17;noviembre;294;1;-1;0;desconocido;no
46;Tecnico;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;96;1;-1;0;desconocido;no
57;Administrador;Casado;Secundaria;no;368;no;si;Celular;17;noviembre;49;3;-1;0;desconocido;no
55;Jubilado;Casado;Secundaria;no;16920;no;si;Celular;17;noviembre;163;3;-1;0;desconocido;no
43;Tecnico;Casado;Secundaria;no;0;no;si;Celular;17;noviembre;103;2;193;3;fracaso;no
55;Empresario;Divorciado;Superior;no;6920;no;no;Celular;17;noviembre;89;2;118;3;fracaso;no
48;Tecnico;Casado;Secundaria;si;1180;no;si;Celular;17;noviembre;190;2;-1;0;desconocido;no
42;Desempleado;Casado;Secundaria;no;18176;no;no;Celular;17;noviembre;77;2;-1;0;desconocido;no
49;Servicio;Casado;Secundaria;no;808;si;no;Celular;17;noviembre;651;2;104;1;fracaso;si
49;Empresario;Casado;Superior;no;1252;si;no;Celular;17;noviembre;42;2;188;2;fracaso;no
46;Gerencia;Casado;Superior;no;2864;si;si;Celular;17;noviembre;106;1;-1;0;desconocido;no
43;Empresario;Casado;Superior;no;0;si;no;Celular;17;noviembre;105;1;-1;0;desconocido;no
39;Obrero;Soltero;Primaria;no;1676;si;no;Celular;17;noviembre;186;1;181;1;fracaso;no
37;Tecnico;Casado;Secundaria;no;1376;si;si;Celular;17;noviembre;56;1;-1;0;desconocido;no
40;Gerencia;Soltero;Superior;no;0;no;si;Celular;17;noviembre;657;1;-1;0;desconocido;no
37;Empresario;Soltero;Superior;no;5868;si;si;Celular;17;noviembre;349;1;-1;0;desconocido;no
38;Empresario;Casado;Superior;no;0;si;no;Celular;17;noviembre;65;1;-1;0;desconocido;no
48;Gerencia;Casado;Primaria;no;1708;no;no;Celular;17;noviembre;62;1;-1;0;desconocido;no
42;Tecnico;Casado;Superior;no;57128;si;no;Celular;17;noviembre;77;1;103;4;exito;no
45;Administrador;Divorciado;Secundaria;no;0;si;no;Celular;17;noviembre;102;1;-1;0;desconocido;no
58;Administrador;Casado;Secundaria;no;14940;no;no;Celular;17;noviembre;91;2;-1;0;desconocido;no
43;Administrador;Casado;Superior;no;1116;si;no;Celular;17;noviembre;111;1;-1;0;desconocido;no
56;Administrador;Casado;Secundaria;no;5080;si;no;Celular;17;noviembre;80;2;165;2;otro;no
58;Jubilado;Divorciado;Secundaria;no;-1480;no;no;Celular;17;noviembre;1449;1;-1;0;desconocido;no
54;Desempleado;Soltero;Secundaria;no;1520;no;no;Celular;17;noviembre;696;2;-1;0;desconocido;si
35;Gerencia;Casado;Superior;no;836;si;no;Celular;17;noviembre;188;1;-1;0;desconocido;no
36;Gerencia;Casado;Superior;no;1764;si;si;Celular;17;noviembre;160;2;-1;0;desconocido;no
33;Gerencia;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;407;1;-1;0;desconocido;no
43;Tecnico;Casado;Secundaria;no;2144;si;no;Celular;17;noviembre;77;1;-1;0;desconocido;no
53;Gerencia;Divorciado;Superior;no;20748;no;si;Celular;17;noviembre;560;2;-1;0;desconocido;no
46;Independiente;Soltero;Secundaria;no;4116;no;no;Celular;17;noviembre;108;2;-1;0;desconocido;no
45;Desempleado;Soltero;Secundaria;no;0;si;no;Celular;17;noviembre;113;2;-1;0;desconocido;no
44;Administrador;Casado;Secundaria;no;19304;si;no;Celular;17;noviembre;102;1;185;4;otro;no
42;Servicio;Casado;Secundaria;no;4192;si;no;Celular;17;noviembre;71;1;186;1;fracaso;no
54;Servicio;Divorciado;Secundaria;no;9592;si;no;Celular;17;noviembre;73;1;-1;0;desconocido;no
35;Tecnico;Casado;Secundaria;no;0;si;si;Celular;17;noviembre;199;1;-1;0;desconocido;no
39;Administrador;Casado;Primaria;no;0;no;no;Celular;17;noviembre;106;1;-1;0;desconocido;no
42;Obrero;Casado;Secundaria;no;716;si;no;Celular;17;noviembre;96;1;-1;0;desconocido;no
41;Gerencia;Casado;Secundaria;no;284;si;no;Celular;17;noviembre;64;1;-1;0;desconocido;no
32;Obrero;Soltero;Primaria;no;7672;si;no;Celular;17;noviembre;321;1;-1;0;desconocido;no
47;Empresario;Casado;Secundaria;no;8768;si;no;Celular;17;noviembre;134;1;-1;0;desconocido;no
45;Servicio;Casado;Secundaria;no;16020;si;no;Celular;17;noviembre;141;1;-1;0;desconocido;no
36;Servicio;Casado;Secundaria;no;0;no;no;Celular;17;noviembre;94;1;-1;0;desconocido;no
35;Servicio;Soltero;Secundaria;no;8892;no;no;Celular;17;noviembre;499;3;-1;0;desconocido;no
41;Tecnico;Casado;Secundaria;no;448;si;no;Celular;17;noviembre;1081;1;131;1;fracaso;no
53;Administrador;Divorciado;Superior;no;1972;si;si;Celular;17;noviembre;64;3;-1;0;desconocido;no
32;Gerencia;Soltero;Superior;no;0;si;si;Celular;17;noviembre;107;2;-1;0;desconocido;no
35;Administrador;Casado;Secundaria;no;0;si;no;Telefono;17;noviembre;84;1;-1;0;desconocido;no
51;Tecnico;Soltero;Secundaria;no;68368;no;no;Celular;17;noviembre;35;1;-1;0;desconocido;no
44;Servicio;Casado;Secundaria;no;652;si;no;Celular;17;noviembre;73;1;-1;0;desconocido;no
41;Tecnico;Casado;Secundaria;no;12116;si;no;Celular;17;noviembre;251;2;-1;0;desconocido;no
53;Tecnico;Soltero;Secundaria;no;24656;si;no;Celular;17;noviembre;101;1;-1;0;desconocido;no
51;Tecnico;Casado;Secundaria;no;2252;si;no;Celular;17;noviembre;504;1;123;3;fracaso;no
31;Administrador;Casado;Secundaria;no;4984;si;no;Celular;17;noviembre;111;2;-1;0;desconocido;no
58;Gerencia;Casado;Superior;no;65056;no;no;Telefono;17;noviembre;215;3;-1;0;desconocido;no
43;Servicio;Divorciado;Desconocido;no;9452;si;no;Celular;17;noviembre;229;1;-1;0;desconocido;no
36;Obrero;Casado;Secundaria;no;7188;si;si;Celular;17;noviembre;166;1;181;2;fracaso;no
49;Gerencia;Casado;Superior;no;28028;no;no;Celular;17;noviembre;325;2;-1;0;desconocido;no
52;Tecnico;Casado;Superior;no;13760;si;no;Celular;17;noviembre;124;1;131;1;fracaso;no
36;Desempleado;Casado;Secundaria;no;64;si;si;Celular;17;noviembre;89;2;-1;0;desconocido;no
56;Gerencia;Casado;Primaria;no;52;no;no;Celular;17;noviembre;240;1;-1;0;desconocido;no
56;Gerencia;Divorciado;Superior;no;3872;no;no;Celular;17;noviembre;105;1;-1;0;desconocido;no
44;Gerencia;Soltero;Superior;no;1200;si;no;Celular;17;noviembre;48;1;-1;0;desconocido;no
58;Administrador;Casado;Secundaria;no;10988;no;no;Celular;17;noviembre;907;2;-1;0;desconocido;no
57;Gerencia;Casado;Superior;si;-96;si;no;Telefono;17;noviembre;14;1;-1;0;desconocido;no
48;Servicio;Divorciado;Secundaria;no;1444;no;no;Celular;17;noviembre;287;1;-1;0;desconocido;no
32;Gerencia;Casado;Superior;no;324;si;no;Celular;17;noviembre;120;1;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;2032;si;no;Celular;17;noviembre;158;1;-1;0;desconocido;no
58;Gerencia;Divorciado;Secundaria;no;1284;no;si;Celular;17;noviembre;254;2;-1;0;desconocido;no
42;Empresario;Casado;Superior;no;1492;no;no;Celular;17;noviembre;174;1;154;3;fracaso;no
38;Gerencia;Casado;Secundaria;no;15360;si;si;Celular;17;noviembre;62;1;-1;0;desconocido;no
56;Gerencia;Divorciado;Superior;no;8384;no;no;Celular;17;noviembre;209;2;-1;0;desconocido;no
45;Tecnico;Casado;Secundaria;no;8080;si;no;Celular;17;noviembre;62;1;131;1;fracaso;no
35;Empresario;Casado;Secundaria;no;96;si;no;Celular;17;noviembre;128;1;181;1;fracaso;no
46;Administrador;Divorciado;Secundaria;no;-2548;si;no;Celular;17;noviembre;153;1;-1;0;desconocido;no
38;Gerencia;Casado;Superior;no;1700;si;no;Celular;17;noviembre;240;1;181;1;fracaso;no
40;Obrero;Casado;Primaria;no;276;si;no;Celular;17;noviembre;375;1;-1;0;desconocido;no
47;Tecnico;Casado;Secundaria;no;320;no;si;Celular;17;noviembre;74;1;145;1;fracaso;no
41;Gerencia;Casado;Primaria;no;21240;si;no;Celular;17;noviembre;984;1;-1;0;desconocido;si
56;Gerencia;Casado;Superior;no;3740;si;no;Celular;17;noviembre;140;1;-1;0;desconocido;no
33;Administrador;Casado;Superior;no;2340;si;no;Celular;17;noviembre;131;1;-1;0;desconocido;no
52;Independiente;Casado;Superior;no;0;si;no;Celular;17;noviembre;117;2;-1;0;desconocido;no
48;Gerencia;Divorciado;Superior;no;3028;si;no;Celular;17;noviembre;90;1;-1;0;desconocido;no
45;Gerencia;Divorciado;Superior;no;12600;si;no;Celular;17;noviembre;101;2;-1;0;desconocido;no
32;Tecnico;Casado;Secundaria;no;20;si;no;Celular;17;noviembre;114;1;-1;0;desconocido;no
43;Independiente;Casado;Secundaria;no;2536;si;no;Celular;17;noviembre;65;1;131;1;fracaso;no
33;Obrero;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;809;3;181;1;otro;no
46;Gerencia;Casado;Superior;no;38712;si;no;Celular;17;noviembre;318;1;-1;0;desconocido;no
40;Obrero;Soltero;Secundaria;no;2708;si;no;Celular;17;noviembre;619;1;171;5;otro;no
42;Desempleado;Casado;Desconocido;no;3880;si;no;Telefono;17;noviembre;725;1;119;10;exito;no
52;Gerencia;Casado;Superior;no;0;si;no;Celular;17;noviembre;164;2;-1;0;desconocido;no
54;Tecnico;Casado;Secundaria;no;3596;no;si;Celular;17;noviembre;61;1;145;1;otro;no
55;Jubilado;Casado;Secundaria;no;6016;si;si;Celular;17;noviembre;761;1;-1;0;desconocido;si
50;Gerencia;Casado;Superior;no;3320;no;no;Celular;17;noviembre;71;1;138;2;fracaso;no
51;Tecnico;Casado;Desconocido;no;-696;si;si;Celular;17;noviembre;348;1;-1;0;desconocido;no
51;Independiente;Divorciado;Superior;no;5428;si;no;Celular;17;noviembre;233;3;-1;0;desconocido;no
38;Gerencia;Soltero;Superior;no;0;si;no;Celular;17;noviembre;213;2;-1;0;desconocido;no
54;Gerencia;Casado;Superior;no;-5660;si;si;Celular;17;noviembre;135;1;-1;0;desconocido;no
26;Desconocido;Soltero;Secundaria;no;4748;no;no;Desconocido;17;noviembre;44;1;-1;0;desconocido;no
56;Gerencia;Casado;Superior;no;0;no;no;Celular;17;noviembre;194;1;-1;0;desconocido;no
54;Servicio;Casado;Secundaria;no;10876;si;no;Celular;17;noviembre;166;2;171;2;fracaso;no
56;Servicio;Divorciado;Primaria;no;2352;no;no;Celular;17;noviembre;303;2;-1;0;desconocido;no
38;Administrador;Casado;Desconocido;no;18332;si;no;Celular;17;noviembre;191;2;-1;0;desconocido;no
44;Desempleado;Casado;Secundaria;no;0;si;no;Celular;17;noviembre;58;1;195;2;fracaso;no
45;Independiente;Casado;Superior;no;0;si;no;Celular;17;noviembre;134;1;-1;0;desconocido;no
42;Obrero;Casado;Secundaria;no;6628;si;si;Celular;17;noviembre;155;1;-1;0;desconocido;no
53;Empresario;Casado;Superior;no;9156;si;si;Celular;17;noviembre;183;1;-1;0;desconocido;no
46;Empresario;Divorciado;Superior;no;2268;si;no;Celular;17;noviembre;554;2;-1;0;desconocido;no
56;Gerencia;Divorciado;Superior;no;2888;no;no;Celular;17;noviembre;218;2;-1;0;desconocido;no
53;Servicio;Divorciado;Primaria;no;800;no;no;Celular;17;noviembre;182;3;-1;0;desconocido;no
59;Gerencia;Casado;Superior;no;7132;no;si;Celular;17;noviembre;540;2;-1;0;desconocido;si
43;Obrero;Divorciado;Secundaria;no;-1036;no;no;Celular;17;noviembre;732;1;171;2;otro;no
37;Obrero;Casado;Secundaria;no;89364;si;no;Celular;17;noviembre;175;1;-1;0;desconocido;no
37;Gerencia;Casado;Superior;no;3140;si;no;Celular;17;noviembre;219;2;-1;0;desconocido;no
51;Gerencia;Casado;Superior;no;992;si;si;Celular;17;noviembre;139;2;126;3;fracaso;no
44;Gerencia;Casado;Superior;no;904;si;no;Celular;17;noviembre;76;3;-1;0;desconocido;no
36;Administrador;Casado;Secundaria;no;2984;si;no;Celular;17;noviembre;581;3;-1;0;desconocido;no
52;Gerencia;Casado;Superior;no;18016;si;no;Celular;17;noviembre;268;2;-1;0;desconocido;no
51;Tecnico;Casado;Secundaria;no;48244;si;no;Celular;17;noviembre;150;1;188;1;fracaso;no
42;Tecnico;Soltero;Secundaria;no;-60;no;no;Celular;17;noviembre;89;1;145;1;fracaso;no
32;Gerencia;Casado;Superior;no;25096;si;no;Celular;17;noviembre;500;2;-1;0;desconocido;no
53;Jubilado;Soltero;Secundaria;si;-2964;si;si;Celular;17;noviembre;53;1;-1;0;desconocido;no
52;Gerencia;Casado;Superior;no;11680;si;no;Celular;17;noviembre;131;2;-1;0;desconocido;no
41;Obrero;Casado;Secundaria;no;8608;si;no;Celular;17;noviembre;369;1;-1;0;desconocido;no
46;Gerencia;Casado;Superior;no;756;si;no;Celular;17;noviembre;111;1;-1;0;desconocido;no
34;Administrador;Soltero;Secundaria;no;2404;no;no;Celular;17;noviembre;184;3;-1;0;desconocido;no
42;Servicio;Soltero;Secundaria;no;3508;no;no;Celular;17;noviembre;90;2;-1;0;desconocido;no
40;Servicio;Casado;Secundaria;no;112;no;no;Telefono;17;noviembre;48;1;-1;0;desconocido;no
46;Servicio;Divorciado;Secundaria;no;0;no;no;Celular;17;noviembre;407;1;150;3;exito;no
48;Gerencia;Casado;Superior;no;21304;no;no;Celular;17;noviembre;116;2;-1;0;desconocido;no
55;Tareas domesticas;Casado;Primaria;no;6252;si;no;Celular;17;noviembre;128;2;-1;0;desconocido;no
45;Gerencia;Casado;Superior;no;7728;si;no;Celular;17;noviembre;146;1;-1;0;desconocido;no
48;Gerencia;Divorciado;Superior;no;4576;si;no;Celular;17;noviembre;78;1;-1;0;desconocido;no
50;Administrador;Casado;Desconocido;no;19444;no;no;Celular;17;noviembre;256;2;-1;0;desconocido;no
41;Obrero;Casado;Primaria;no;18372;si;si;Celular;17;noviembre;190;1;-1;0;desconocido;no
36;Tecnico;Casado;Superior;no;396;si;si;Celular;17;noviembre;57;1;-1;0;desconocido;no
50;Gerencia;Casado;Superior;no;16;no;no;Celular;17;noviembre;223;1;96;2;fracaso;no
58;Desconocido;Divorciado;Secundaria;no;12444;si;no;Celular;17;noviembre;111;1;188;2;fracaso;no
43;Administrador;Casado;Secundaria;no;10304;si;no;Celular;17;noviembre;143;2;-1;0;desconocido;no
44;Gerencia;Casado;Superior;no;5804;si;no;Celular;17;noviembre;157;3;150;12;fracaso;no
52;Gerencia;Casado;Desconocido;no;2688;no;si;Celular;17;noviembre;171;1;-1;0;desconocido;no
52;Gerencia;Casado;Superior;no;5276;si;no;Celular;17;noviembre;113;1;-1;0;desconocido;no
38;Obrero;Soltero;Secundaria;no;4048;si;si;Telefono;17;noviembre;69;1;-1;0;desconocido;no
41;Desempleado;Casado;Primaria;no;2228;si;no;Celular;17;noviembre;158;1;173;1;fracaso;no
52;Jubilado;Casado;Secundaria;no;20228;no;no;Celular;17;noviembre;104;1;-1;0;desconocido;no
